TIME,DATA
183000,313.33512075764423
184000,312.3956830054836
185000,313.1807987482023
186000,313.5770207885781
187000,314.4071651340505
188000,314.9809139884792
189000,315.717635674121
190000,316.66189094852166
191000,317.42388766561595
192000,317.8202952933667
193000,318.41018910028816
194000,318.5400513100328
195000,318.7371025884527
196000,318.2208764164841
197000,317.9018390227411
198000,317.3603203190789
199000,316.7605613613805
200000,316.74526756388775
201000,316.62255113077777
202000,316.3626473271633
203000,315.99589901083357
204000,315.96463438202716
205000,314.98294092346123
206000,314.14110822608205
207000,313.8183584804501
208000,313.6219479187456
209000,313.2314572163561
210000,312.5918107211438
211000,311.60457762829196
212000,310.76980058943303
213000,309.869985182428
214000,309.3270860658287
215000,308.3379037568688
216000,307.3748407958881
217000,307.1636929755717
218000,306.35219120945084
219000,306.17115008619777
220000,305.6618899601694
221000,305.4953664760974
222000,305.1273751118452
223000,304.5361615381212
224000,304.40625554202916
225000,303.6594470929497
226000,303.58423830546957
227000,303.6077436725106
228000,304.1019264555716
229000,304.54969155611883
230000,305.3121486947401
231000,305.8284485020599
232000,306.64085359109595
233000,307.6148660189181
234000,308.60086072219457
235000,308.94118973370587
236000,309.46232861675816
237000,309.6709975709917
238000,309.723730948437
239000,310.1183146342896
240000,310.9981810824327
241000,311.4778512685182
242000,312.07204481047296
243000,312.613276595426
244000,312.8234415458173
245000,313.7056827355852
246000,313.6046996512762
247000,313.36129448009393
248000,312.6058459089549
249000,312.15405859969667
250000,311.29862322646517
251000,310.6008113856032
252000,309.7128882374537
253000,309.4954021658351
254000,309.0070027078485
255000,308.08656174313955
256000,307.1310433267183
257000,306.1865156414511
258000,305.61905061122405
259000,305.5282374119399
260000,305.2975935652533
261000,304.9367988395348
262000,304.7726424255257
263000,304.1456920384521
264000,303.45311428275244
265000,303.18948225525855
266000,302.97880989997356
267000,302.1703166546766
268000,301.7309253697106
269000,301.2486913021295
270000,301.08121233930916
271000,300.4399172356347
272000,300.20793900367795
273000,301.088073132163
274000,301.85039790356126
275000,301.9391190307475
276000,302.03500364437286
277000,302.86469612337436
278000,303.37276337499725
279000,303.92224702756585
280000,304.63103081310646
281000,305.27331491371825
282000,306.0431084179325
283000,306.38956287233987
284000,307.2610458383666
285000,308.0592128231351
286000,308.87222808182395
287000,309.67717927813777
288000,309.86991407468366
289000,310.0164688275277
290000,310.0835706164825
291000,310.5959363720501
292000,311.11435124417574
293000,312.10456270518245
294000,312.355593606811
295000,312.90290333781525
296000,313.5108774559848
297000,314.2676928865217
298000,314.80525621783073
299000,315.35437732697227
300000,315.6673303986753
301000,315.8040707242323
302000,316.60709477937314
303000,316.7567822168336
304000,316.8135703041038
305000,317.58363177535614
306000,318.2324211724245
307000,318.9031230920043
308000,319.77590321529493
309000,319.6196863433616
310000,319.16722984391555
311000,318.7496895028376
312000,318.45154463477064
313000,317.8750185326163
314000,317.86953527499907
315000,317.4339892951605
316000,317.2077499216661
317000,316.49790590967865
318000,316.2565394711959
319000,316.08318857760696
320000,315.6106793330917
321000,314.65070422703684
322000,314.1548911616433
323000,313.92781437037473
324000,313.3614707704086
325000,312.65201475022997
326000,312.1448748956024
327000,311.23708316214027
328000,310.3550530742021
329000,309.96619161607737
330000,309.3962037794332
331000,310.3317758913028
332000,310.6571670713844
333000,311.05838905353113
334000,312.02349892683236
335000,312.47689503150923
336000,312.612944867577
337000,313.2818384275738
338000,313.9177558031882
339000,314.80040939171425
340000,315.1904851287106
341000,315.33117713241046
342000,315.67031713831227
343000,315.783491876104
344000,316.2250435644593
345000,317.04952543884804
346000,317.0622921431172
347000,317.7060005587629
348000,318.01542720836795
349000,318.05779146506404
350000,318.9165817059829
351000,319.4218036481992
352000,319.64164608245454
353000,320.2009097176957
354000,320.1647563110883
355000,319.2103523427662
356000,318.4417187933667
357000,317.6112635810527
358000,316.6164534787843
359000,315.80559759324296
360000,315.4229065576354
361000,314.7072867522579
362000,314.2414898259647
363000,313.62852676591905
364000,312.8436969955281
365000,312.78609158891885
366000,311.99338881464445
367000,311.0160179740278
368000,310.60107945275274
369000,309.74731506354004
370000,309.01748882549185
371000,308.5059449668138
372000,309.47641402153045
373000,310.1248354576168
374000,310.88859313387843
375000,311.44230991700806
376000,312.4008149846317
377000,312.53274858441495
378000,312.9612387821567
379000,313.1832088640559
380000,313.8824196809808
381000,314.25044250885657
382000,314.98267794721704
383000,315.05294558240803
384000,315.76990229057276
385000,316.5025200951272
386000,316.9287929711286
387000,316.0088817271597
388000,315.6132959186983
389000,315.50321590627044
390000,315.4682074517935
391000,315.08000986260515
392000,314.23376491070655
393000,313.4012781749068
394000,312.71339747197754
395000,312.5141624506876
396000,312.4947947058725
397000,311.5019312921495
398000,311.22999887782663
399000,310.2559041828757
400000,309.8655789688042
401000,309.59417973501206
402000,308.85715108868766
403000,308.30060646628397
404000,307.6164800778258
405000,306.811058325497
406000,306.485284851052
407000,306.1838771031639
408000,305.7137672009487
409000,304.9122034693407
410000,303.98595101918613
411000,303.37240210950205
412000,302.7388083543899
413000,302.04821121356383
414000,301.078173948667
415000,300.33873132900203
416000,300.12104286631666
417000,300.11248106546554
418000,300.0962320183297
419000,300.43199205460616
420000,300.4949469913713
421000,300.56122387231557
422000,301.22544554920506
423000,301.35728835592096
424000,301.7675314519999
425000,302.04646864111214
426000,302.5145792011585
427000,302.81152876711946
428000,303.38119232684846
429000,303.9653637955942
430000,304.07212849466714
431000,304.6749636766976
432000,304.6062621481663
433000,303.98166797408754
434000,303.73706080020787
435000,303.68923281014014
436000,303.1338582173002
437000,302.5769439479431
438000,302.4689383849787
439000,301.49908913969585
440000,300.98161250742504
441000,300.9216154433546
442000,300.16535353497073
443000,300.0887482458769
444000,300.84217384395026
445000,300.9886935385638
446000,301.3870744976013
447000,302.2582031392824
448000,302.991103777987
449000,303.4955069042473
450000,303.50698293190766
451000,303.6992854468083
452000,304.0104482739727
453000,304.097273876954
454000,304.9768426029385
455000,305.6059724932344
456000,306.37439362605954
457000,307.36304293730984
458000,307.91989742495235
459000,308.1278801018021
460000,308.876124071835
461000,309.28682056999276
462000,309.49682180963254
463000,310.3729210865657
464000,310.91748930426434
465000,310.96128131296405
466000,311.64784007396236
467000,312.56038966878174
468000,313.13734974141255
469000,313.5527869774522
470000,313.7526568685211
471000,314.4263437317944
472000,314.94878494480145
473000,315.4925411701182
474000,315.5427944746722
475000,315.8385562656911
476000,315.0632717525094
477000,314.6426974273217
478000,313.78732614910973
479000,312.79088525919144
480000,312.5591641389474
481000,311.59081003061414
482000,310.93667755894995
483000,310.331962650631
484000,309.7418581789239
485000,309.19739657227535
486000,308.9489289530161
487000,308.3024012085837
488000,307.5634139072478
489000,306.94547938720433
490000,306.65833222455745
491000,305.72143540063314
492000,304.9603844739611
493000,304.90385651713865
494000,304.34605414062423
495000,303.5982997461667
496000,303.18903628223103
497000,302.55136674294687
498000,301.6936983994446
499000,301.07640672568357
500000,300.98457035220946
501000,300.75497892881685
502000,300.60388187500195
503000,300.12385737518804
504000,300.78093982717735
505000,300.9827605818674
506000,300.763924991041
507000,300.1521933034778
508000,300.0072365091794
509000,300.4704882622164
510000,300.68860615205944
511000,300.904278716097
512000,301.1415602948687
513000,301.655622925358
514000,302.6089855152987
515000,303.20772744889507
516000,302.83703251060274
517000,302.4566136846225
518000,301.5339623323525
519000,301.42873176431044
520000,300.8069779019333
521000,300.6328009322477
522000,300.5268412435216
523000,301.46054468334194
524000,302.0482471410488
525000,302.3219780093707
526000,302.7621601876295
527000,303.50456108529653
528000,304.1994819295018
529000,304.31616268322887
530000,304.45199808354334
531000,304.76729646725454
532000,305.1328204212447
533000,305.8872637833241
534000,306.3509868104891
535000,306.99725549267725
536000,307.13068268825884
537000,307.53689668038623
538000,307.8267375659487
539000,308.0675957240253
540000,308.231090021156
541000,308.75134100003567
542000,309.6109307777077
543000,310.04487621403285
544000,310.0892378976571
545000,310.9988042486934
546000,311.1272205854997
547000,311.8771464647077
548000,312.5348345993815
549000,313.4558783581424
550000,313.7421738415096
551000,314.3619041395363
552000,314.644905687268
553000,315.10564718494714
554000,316.0094651323556
555000,316.61214247277934
556000,317.11781222890716
557000,317.5134159611251
558000,316.6821944051636
559000,315.9937346790811
560000,315.13375181946293
561000,314.2902247112636
562000,313.58404575612786
563000,312.9575314986578
564000,312.7120694817488
565000,311.77523747936294
566000,311.16047569272985
567000,311.13355736467673
568000,310.28434763694594
569000,309.8948977577102
570000,308.94573062328334
571000,308.6135489059117
572000,308.271719386504
573000,307.58167258435003
574000,307.26014872734606
575000,306.798730312344
576000,305.9324069493129
577000,305.1083417062545
578000,304.8948364407899
579000,304.36351057816967
580000,303.8647018356658
581000,303.335087524748
582000,302.33786444715815
583000,301.5318868765445
584000,301.2505448468562
585000,300.2687074119821
586000,300.3368347173402
587000,300.78866439794996
588000,301.4100729278497
589000,302.24183444678596
590000,302.8812503996963
591000,303.07345545950983
592000,303.6467348696906
593000,304.467563804322
594000,304.5890802986411
595000,305.43823494540374
596000,306.3794705766507
597000,306.5571108134435
598000,306.79324545312346
599000,307.4579304595576
600000,307.7631004756442
601000,308.6939851135782
602000,308.71532356909324
603000,308.8120472859329
604000,309.71567191679685
605000,310.2915102710428
606000,310.6798941694979
607000,311.2896834211203
608000,311.4437348134585
609000,311.6093786531596
610000,311.7198004869185
611000,312.377564401402
612000,312.5464607303405
613000,313.39604234900713
614000,313.7128782622197
615000,314.3555541089357
616000,315.1012855897182
617000,315.31092716227147
618000,315.4177262696095
619000,315.8667478698826
620000,316.2146038186299
621000,316.49216613776935
622000,317.2461649570137
623000,317.98265184643105
624000,318.07351623694444
625000,317.7263345226624
626000,317.42045196116203
627000,316.777656045869
628000,316.64487616942716
629000,316.1595534805249
630000,316.0241117135746
631000,315.1443971328029
632000,315.0899239055298
633000,314.6212612320046
634000,313.84980110599963
635000,312.98609378621364
636000,312.5802967158105
637000,311.77909457427467
638000,311.53939678608396
639000,310.70783189047
640000,309.81925544536887
641000,309.55564061357876
642000,308.66360011382056
643000,308.492523993166
644000,307.51635383859417
645000,306.6009820786155
646000,306.3507215292657
647000,305.56628500529723
648000,304.95857595897246
649000,304.19929776942195
650000,304.8735532112607
651000,305.4488598170007
652000,305.83933545115406
653000,306.24431871567265
654000,307.1553532303575
655000,307.60558721006623
656000,308.06507677532164
657000,308.76640731435543
658000,309.5834355063292
659000,310.21984997213065
660000,310.631393704877
661000,311.22060880254077
662000,311.6745838748819
663000,311.37631364232055
664000,311.10655781429216
665000,310.37021228325176
666000,310.1692565163856
667000,309.3579631945998
668000,309.31371357182957
669000,308.7928212213903
670000,307.8591816997731
671000,307.4386803877366
672000,306.76054742539714
673000,306.7602797709864
674000,306.57239081259934
675000,305.73830915499167
676000,304.95921405882854
677000,304.5960598730138
678000,304.13822736322294
679000,305.00894328067005
680000,305.76491668215164
681000,306.63279635936937
682000,306.65613310284186
683000,306.8839032059732
684000,307.49051889880104
685000,307.5816603809324
686000,307.9544973968091
687000,308.1814805995361
688000,308.6188520080325
689000,309.3431084184794
690000,310.22123141868565
691000,311.0806397462456
692000,311.2412305434201
693000,311.94158978402356
694000,312.21318012457425
695000,312.31832774609336
696000,312.57042956630744
697000,312.787373361703
698000,312.9143352719125
699000,313.8599895724452
700000,314.4207590109162
701000,314.51349271434833
702000,315.02138202268924
703000,315.3581782964234
704000,315.37203771852415
705000,315.30903361237904
706000,315.1719352018561
707000,314.5832827342797
708000,314.49039256358446
709000,313.76041017856585
710000,313.46146014437164
711000,313.2823978114082
712000,312.2931644545608
713000,311.34960292916554
714000,310.5249491445992
715000,309.7146508012503
716000,309.449571061156
717000,309.1414846688552
718000,308.5897333206488
719000,308.40512600942
720000,308.1383784563307
721000,307.83326927720896
722000,307.6292339959862
723000,307.0220012908422
724000,306.3697942957941
725000,306.0838380780317
726000,305.4039994504393
727000,305.34292358998346
728000,305.09008345996153
729000,304.43606997556407
730000,304.2765713332693
731000,304.1119119120468
732000,304.0555980346022
733000,303.5046708271604
734000,302.71401516514686
735000,302.70402575946497
736000,302.2117085864076
737000,301.3966715079591
738000,300.4003429472697
739000,300.11090627990336
740000,300.3893120743787
741000,300.76736625364833
742000,301.17331121580474
743000,302.12920311306146
744000,303.09797785104473
745000,303.1071255575545
746000,303.49772618743697
747000,303.97077688013934
748000,304.8815846946543
749000,305.2534080224159
750000,305.2991960129749
751000,306.0247585613538
752000,306.13146385132563
753000,306.70205736825164
754000,307.44128450312115
755000,307.4517011379253
756000,308.2844780913696
757000,308.87406379650434
758000,309.5031706267905
759000,310.047278510381
760000,310.5548605095074
761000,309.5648153255916
762000,308.682760847277
763000,308.4638596704699
764000,308.4021866813659
765000,307.6563586108477
766000,306.90203152147484
767000,306.7869546614378
768000,306.193892571498
769000,305.2545481780465
770000,304.67516525840324
771000,304.6538087229642
772000,304.6369034520485
773000,303.85388790993176
774000,303.17452174214617
775000,302.76048259622365
776000,302.7091785376853
777000,302.6770462049603
778000,302.17710181848486
779000,301.54212626831327
780000,300.96221859280564
781000,300.13646322312843
782000,300.67215721517135
783000,300.893362998725
784000,301.7342617162334
785000,302.06758919024367
786000,302.63178740773884
787000,302.8025600637763
788000,303.19040568802524
789000,303.42825732950575
790000,303.95254496662227
791000,303.9705003760742
792000,304.7150211227412
793000,305.2041029730142
794000,305.3679161052587
795000,306.1661386042886
796000,306.3927419923907
797000,306.740864769337
798000,307.3207124139412
799000,307.6436210873679
800000,307.9425990000565
801000,308.8190413801711
802000,309.726495840928
803000,309.82689431148066
804000,310.5511508461468
805000,310.39919268040535
806000,309.76759647303186
807000,309.25324889305693
808000,308.7583496821427
809000,308.20419396543673
810000,307.57894955096435
811000,306.8134195317282
812000,305.8827083542794
813000,305.38254178321307
814000,304.7159849311813
815000,303.9521249667922
816000,303.35504792592997
817000,302.6206384563585
818000,302.3539370331578
819000,301.9050195387049
820000,302.03082713266804
821000,302.47953421465667
822000,303.43597767583066
823000,304.14782734962677
824000,304.18853236685527
825000,305.09401888987213
826000,305.38960741867265
827000,305.4870443955684
828000,305.94626763785845
829000,306.3258477164421
830000,307.28789089422196
831000,307.327076706086
832000,308.0632934344758
833000,308.3850801896609
834000,309.1428410705726
835000,309.16142587847315
836000,309.99048342287637
837000,310.4027064028919
838000,310.96862292198256
839000,311.62343376318466
840000,311.76278505455485
841000,312.0133437534919
842000,312.7029043092225
843000,312.97620587442157
844000,313.5326335700204
845000,313.65260813341126
846000,314.25504385016177
847000,315.0170820899959
848000,315.8895930891322
849000,314.9372222719821
850000,314.6260884152201
851000,313.7649936476446
852000,313.34339238556646
853000,312.8327308256829
854000,311.86301918844333
855000,311.2903011429474
856000,311.0604767482057
857000,310.72722966559934
858000,309.8694505936283
859000,309.46899083059134
860000,308.5861738955227
861000,307.8462327501491
862000,307.8124590329477
863000,307.1674969070286
864000,306.82870352673467
865000,306.80702815803704
866000,306.0518968483022
867000,305.89555398897284
868000,306.677238463449
869000,307.2492012212258
870000,308.00477413899847
871000,308.79371058719
872000,309.1427596715891
873000,309.6835800385256
874000,309.7232803697656
875000,310.05707618780934
876000,310.3408998585905
877000,310.8254504787961
878000,311.3020638381367
879000,312.04701606313637
880000,312.8228673755335
881000,312.97471455828236
882000,313.05359782129506
883000,313.95909364502035
884000,313.9818079725321
885000,314.3060890598786
886000,314.9783208516859
887000,314.53022427803756
888000,314.2168432514681
889000,313.55764341730145
890000,313.27247965483696
891000,313.01462549599313
892000,312.75779769525326
893000,312.286545050164
894000,312.77038719701164
895000,313.62713602052287
896000,314.46601644669107
897000,314.74747097294653
898000,315.60776511480924
899000,315.6131657244414
900000,316.33002822531694
901000,317.28107781575534
902000,317.65932663631185
903000,318.2180937767861
904000,318.72266341416776
905000,319.703602548235
906000,320.1429973843059
907000,321.081271345806
908000,321.7695982028608
909000,322.4851575614064
910000,323.33833212649785
911000,324.05334161941056
912000,324.47565658540793
913000,325.0976161138312
914000,325.8204927570821
915000,325.2916749271513
916000,325.00699929709543
917000,324.695624064053
918000,324.1716736258929
919000,323.76879906811513
920000,323.22435451527076
921000,322.4936499064402
922000,321.910842152587
923000,321.0572364881291
924000,320.2000371788567
925000,319.82248203327396
926000,318.9412958049788
927000,318.7037404952342
928000,318.6875958222393
929000,318.4264696773945
930000,318.33806098625337
931000,317.69862402566946
932000,317.5111006846142
933000,316.8034729325296
934000,316.3125157091461
935000,315.80605643388833
936000,315.0924809622138
937000,314.60764127570593
938000,314.38499580527076
939000,313.63179545604225
940000,313.03689378345075
941000,312.84562274258104
942000,312.08951370828333
943000,311.5068476327458
944000,311.88390370946786
945000,312.83413048204665
946000,313.26402359546597
947000,313.3442673784451
948000,313.9707273574743
949000,314.72141600026015
950000,314.967683042486
951000,315.53959655761514
952000,316.2824513450602
953000,317.1447923280579
954000,317.6515990662113
955000,318.4594675557022
956000,317.88838237514506
957000,317.0857910403228
958000,316.8588018489035
959000,316.14574174465025
960000,315.49864317232664
961000,314.7744501500275
962000,314.21230837310935
963000,313.8904390768335
964000,313.4078265020913
965000,313.27086782976426
966000,312.42270700610453
967000,312.8423506972756
968000,313.8384166640792
969000,314.74154124202283
970000,315.2929507083475
971000,316.0402050485403
972000,316.74249069966055
973000,317.21931505440597
974000,317.28521213461346
975000,317.70355140097666
976000,318.1717626263154
977000,318.5159707396572
978000,318.75008324557245
979000,318.7918348203181
980000,319.1805877528017
981000,318.3227474283286
982000,317.6622635288877
983000,316.8948540024944
984000,316.5284564448332
985000,316.0189851321563
986000,315.3237157835806
987000,314.52349327917915
988000,313.9853374567658
989000,313.7022704156375
990000,313.6966484382619
991000,313.4971623133943
992000,312.61081047734945
993000,312.4826191224918
994000,312.4374913513004
995000,312.3484431974525
996000,312.8975803911862
997000,312.92990462742426
998000,313.6308387385207
999000,314.42192136336746
1000000,314.61271463685887
1001000,315.4021029628433
1002000,315.4156578928773
1003000,316.307441971461
1004000,317.23849804984224
1005000,317.6031278984969
1006000,318.0576430009065
1007000,318.7554676091605
1008000,318.59060194247854
1009000,318.01614384220767
1010000,317.86829534408946
1011000,317.68648820475886
1012000,317.11153541888643
1013000,316.7483806638974
1014000,316.58746483912336
1015000,316.06746744804565
1016000,315.5762229492671
1017000,314.7314490956714
1018000,313.9533881343462
1019000,313.52808496019156
1020000,313.2337642176742
1021000,312.7336536863061
1022000,311.9910309962438
1023000,312.48655638577037
1024000,312.5863605581086
1025000,313.49457720595666
1026000,313.55397162807424
1027000,313.81526040526677
1028000,314.01547549124183
1029000,314.90879267977704
1030000,315.83162595867475
1031000,315.61148522106095
1032000,314.7786269184458
1033000,313.99570899544665
1034000,313.5431749940711
1035000,313.3284776112804
1036000,312.50048242121926
1037000,311.8583182296439
1038000,311.1052776828589
1039000,310.10893254026325
1040000,310.0050889864227
1041000,309.8638762055737
1042000,308.93249437779417
1043000,308.43266515280106
1044000,307.5519795706593
1045000,306.74481757819086
1046000,307.3813664919808
1047000,307.8540576080638
1048000,307.957267129145
1049000,308.66056549012137
1050000,309.28520416552414
1051000,309.74177092170737
1052000,310.3487023919437
1053000,311.3399909506144
1054000,311.20225531878265
1055000,310.72918109562943
1056000,310.54327198098963
1057000,310.5212678933168
1058000,310.2647489850996
1059000,310.23185073522535
1060000,309.74891037068033
1061000,309.3885452600831
1062000,308.66561102889966
1063000,307.7402415242516
1064000,307.27775410963557
1065000,306.49114657612444
1066000,306.33997309708656
1067000,305.70181737592367
1068000,305.54148163351806
1069000,304.7821295548843
1070000,304.0324344421696
1071000,303.13735373067334
1072000,302.6243825602358
1073000,302.5091429070394
1074000,302.4016388693943
1075000,301.80980311005146
1076000,300.9942102006575
1077000,300.00305970320306
1078000,300.1816340833581
1079000,300.25158000322307
1080000,300.9327669546103
1081000,301.3637521990663
1082000,301.6309832567031
1083000,301.64590398171134
1084000,302.6436768323583
1085000,302.7168649495423
1086000,303.51431744852204
1087000,303.93470611109205
1088000,304.3096373486381
1089000,305.160936654301
1090000,305.3086892892417
1091000,305.9506699692968
1092000,306.43794719514193
1093000,306.6403639366377
1094000,307.14170328043986
1095000,307.1496241952652
1096000,307.9825611254673
1097000,308.8789095888607
1098000,309.8604632557548
1099000,310.1084097315945
1100000,310.60718860676286
1101000,311.41342830411617
1102000,311.4369103458571
1103000,311.9535596513534
1104000,312.92510019583693
1105000,313.4421155331257
1106000,313.80203585352984
1107000,313.9058392665024
1108000,314.8949950884302
1109000,315.06832432807204
1110000,315.8725556026647
1111000,315.60164747376496
1112000,315.4501240454544
1113000,314.7971203284305
1114000,314.70065341113263
1115000,313.8710358104017
1116000,313.0424364796414
1117000,312.5096428983701
1118000,311.8792180671419
1119000,311.4095877961385
1120000,310.90451836773474
1121000,310.82898879093153
1122000,310.07585281615866
1123000,309.24016136601676
1124000,308.68685500546314
1125000,307.7031804707428
1126000,307.3602906099259
1127000,307.03000547888166
1128000,306.6543153223472
1129000,305.9508866386772
1130000,305.1245148135895
1131000,304.4524242037177
1132000,305.0991496944045
1133000,305.9291770677528
1134000,305.93577941078803
1135000,306.7015824317604
1136000,306.72096076005437
1137000,307.41068196987845
1138000,307.6145697387112
1139000,308.00753325963257
1140000,308.59931727321424
1141000,308.5996735415315
1142000,308.98974266587726
1143000,309.0139587519354
1144000,309.1396569579853
1145000,309.9411407516904
1146000,309.8001103290923
1147000,309.05690516930247
1148000,308.8294616458368
1149000,308.0846442634781
1150000,307.5609453801549
1151000,306.7192522177026
1152000,305.8906004135766
1153000,305.1104132405062
1154000,304.6798547738656
1155000,303.78946989229274
1156000,303.4479176840724
1157000,302.78674243181945
1158000,302.03585976443014
1159000,301.8012556987926
1160000,301.0143094915758
1161000,300.99885409206365
1162000,300.37994040265295
1163000,300.06004531978425
1164000,300.913605318374
1165000,301.3744056488806
1166000,302.30313686775617
1167000,302.44382774834315
1168000,303.2958907824882
1169000,304.24087720649743
1170000,305.1992608456469
1171000,305.874546014912
1172000,306.65767284649235
1173000,306.93449825826207
1174000,307.08793797547196
1175000,307.5954745068331
1176000,307.75235844152184
1177000,308.48121138031695
1178000,309.39008491485396
1179000,310.0017033007819
1180000,310.49430946870444
1181000,310.85761008418837
1182000,311.6875001113004
1183000,311.95429579143615
1184000,312.62552897024773
1185000,313.0461871797748
1186000,313.0552427205351
1187000,313.71010175928
1188000,314.4918914872915
1189000,315.15314929169045
1190000,316.1240840223472
1191000,316.59900813403465
1192000,317.1081341452332
1193000,317.2343265637645
1194000,317.63557924252643
1195000,318.4870731496423
1196000,317.5136664957109
1197000,317.2984990045976
1198000,317.05136734013337
1199000,316.71401027564724
1200000,315.8543119619903
1201000,315.65036526739436
1202000,315.42033125317306
1203000,314.7984820506276
1204000,314.3946744954711
1205000,313.44805439240935
1206000,312.8310559440146
1207000,312.62551854443615
1208000,312.29570571777845
1209000,311.97458973712736
1210000,311.7879100242343
1211000,311.28553993049223
1212000,311.55348365078095
1213000,312.48475887997984
1214000,313.13304421894156
1215000,314.0734720032246
1216000,314.77870946227523
1217000,314.9270931099793
1218000,315.3159596930807
1219000,315.74999571040456
1220000,316.05235960212866
1221000,316.2107176200567
1222000,316.36181675509175
1223000,316.50312332821534
1224000,316.6580756016109
1225000,317.190660390346
1226000,317.85682213417607
1227000,318.46590688612315
1228000,319.44159021582595
1229000,320.3989712690238
1230000,321.39656162122327
1231000,321.4898526658617
1232000,321.873562842236
1233000,322.4596021007506
1234000,323.40395902601495
1235000,323.6580836626914
1236000,324.6022773914147
1237000,325.3931762906338
1238000,325.5485805532865
1239000,326.1875876946351
1240000,327.03787065979037
1241000,327.1197913977078
1242000,327.15221714740994
1243000,327.3250393217866
1244000,327.5258959725738
1245000,327.74848071368984
1246000,328.63147491405095
1247000,329.2997148258287
1248000,330.19232883145213
1249000,330.88768066047453
1250000,331.63056180015525
1251000,331.6415646936523
1252000,332.1096150994897
1253000,332.74416619843066
